Thumbnail,Rating,Year,Summary,Title,MovieId 
"https://m.media-amazon.com/images/M/MV5BMjA2MzUxODQ0Nl5BMl5BanBnXkFtZTcwNTQyNzEyMQ@@._V1_UY268_CR6,0,182,268_AL__QL50.jpg",6.9,1996,"    Four Black women, all of whom have suffered for lack of money and at the hands of the majority, undertake to rob banks. While initially successful, a policeman who was involved in shooting one of the women's brothers is on their trail. As the women add to the loot, their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery.Written byRobert Drake <robert.drake@index.com> ",Set It Off (1996),998
,6.5,1996,"    John Herzfeld deftly welds together a multitude of subplots-- a loser hitman and a cool assassin involved in an insurance scam; a washed-up director, turned suicidal, if only he had someone to care for his beloved dog; a snooty art dealer, wracked by kidney stones, cared for by his devoted assistant; a grungy deranged vice cop, now partnered with a fresh-faced rookie; and two beautiful and jealous women entangled in their deadly scheme--into a spoof of the crime thriller genre.Written byTad Dibbern <DIBBERN_D@a1.mscf.upenn.edu> ",2 Days in the Valley (1996),999
"https://m.media-amazon.com/images/M/MV5BZWVlMmJhYWUtMzc1ZC00OGY2LTk2YmItMTM4NmMyYzA3YjAyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.1,1996,"    Thriller about Guy Luthan (Hugh Grant), a British doctor working at a hospital in New York who starts making unwanted enquiries when the body of a man who died in his emergency room disappears. The trail leads Luthan to the door of the eminent surgeon Dr Lawrence Myrick (Gene Hackman), but Luthan soon finds himself in danger from people who want the hospital's secret to remain undiscovered.Written byJonathan Broxton <j.w.broxton@sheffield.ac.uk> ",Extreme Measures (1996),1003
"https://m.media-amazon.com/images/M/MV5BYzgzZWY4YWMtMTQ4Yi00ZGQ4LTg4YjItNGNhMGM0ZWViNmY3XkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",5.4,1996,"    Jack Cole is a soft spoken, mystical, new age New York cop with a checkered past. He is transferred to Los Angeles to help Los Angeles cop Jim Campbell solve a series of brutal murders in which the victims are crucified. The murders that have happened since Jack arrived in Los Angeles just don't sit right with him. When the killer, known as the ""Family Man"", kills Ellen DunLeavy, who happens to be Jack's ex wife and the mother of his two kids, and Ellen's husband Andrew DunLeavy, it becomes personal - especially when Jack's prints are found on Ellen's body. Jack meets with his military mentor Smith, not knowing that Smith is in cahoots with local crime boss Frank Deverell.Written byTodd Baldridge <sandib@eastky.com> ","Glimmer Man, The (1996)",1004
,5.4,1996,"    In the third episode of this series, the Ducks get scholarships to Eden Hall Academy, a high ranking prep school. But as freshmen, they will have to face the snob varsity team...Written bySteve Richer <sricher@sympatico.ca> ",D3: The Mighty Ducks (1996),1005
"https://m.media-amazon.com/images/M/MV5BN2E2ODZjODctZmQ0Mi00YjRkLThjMDEtMGUyYmE1ZDI5MzU3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.0,1996,"    Having survived the hatred and bigotry that was his Klansman grandfather's only legacy, young attorney Adam Hall seeks at the last minute to appeal the old man's death sentence for the murder of two small Jewish boys 30 years before. Only four weeks before Sam Cayhall is to be executed, Adam meets his grandfather for the first time in the Mississippi prison which has held him since the crime. The meeting is predictably tense when the educated, young Mr. ""Hall"" confronts his venom-spewing elder, Mr. ""Cayhall,"" about the murders. The next day, headlines run proclaiming Adam the grandson who has come to the state to save his grandfather, the infamous Ku Klux Klan bomber. While the old man's life lies in the balance, Adam's motivation in fighting this battle becomes clear as the story unfolds. Not only does he fight for his grandfather, but perhaps for himself as well. He has come to heal the wounds of his own father's suicide, to mitigate the secret shame he has always felt for the ...Written byMark Fleetwood <mfleetwo@mail.coin.missouri.edu> ","Chamber, The (1996)",1006
,8.4,1962,    Foundling Heathcliff is raised by the wealthy Earnshaws in Yorkshire but in later life launches a vendetta against the family.,"Davy Crockett, King of the Wild Frontier (1955)",1008
"https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",8.3,1992,"    Six criminals, who are strangers to each other, are hired by a crime boss, Joe Cabot, to carry out a diamond robbery. Right at the outset, they are given false names with the intention that they won't get too close and will concentrate on the job instead. They are completely sure that the robbery is going to be a success. But, when the police show up right at the time and the site of the robbery, panic spreads amongst the group members, and two of them are killed in the subsequent shootout, along with a few policemen and civilians. When the remaining people assemble at the premeditated rendezvous point (a warehouse), they begin to suspect that one of them is an undercover cop.Written bySoumitra ",Reservoir Dogs (1992),1089
"https://m.media-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.9,1992,"    A former rock star, Johnny Boz, is brutally killed during sex, and the case is assigned to detective Nick Curran of the SFPD. During the investigation, Nick meets Catherine Tramell, a crime novelist who was Boz's girlfriend when he died. Catherine proves to be a very clever and manipulative woman, and though Nick is more or less convinced that she murdered Boz, he is unable to find any evidence. Later, when Nilsen, Nick's rival in the police, is killed, Nick suspects of Catherine's involvement in it. He then starts to play a dangerous lust-filled mind game with Catherine to nail her, but as their relationship progresses, the body count rises and contradicting evidences force Nick to start questioning his own suspicions about Catherine's guilt.Written bySoumitra ",Basic Instinct (1992),1092
"https://m.media-amazon.com/images/M/MV5BYTg3YjA5MGYtYjdiNy00YThjLWJiZDEtN2M1NmE1NTVhMWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.2,1991,"    Oliver Stone's homage to 1960s rock group The Doors also doubles as a biography of the group's late singer, the ""Electric Poet"" Jim Morrison. The movie follows Morrison from his days as a film student in Los Angeles to his death in Paris, France at age 27 in 1971. The movie features a tour-de-force performance by Val Kilmer, who not only looks like Jim Morrison's long-lost twin brother, but also sounds so much like him that he did much of his own singing. It has been written that even the surviving Doors had trouble distinguishing Kilmer's vocals from Morrison's originals.Written byDenise P. Meyer <dpm1@cornell.edu> ","Doors, The (1991)",1093
,7.3,1992,"    An unlikely kind of friendship develops between Fergus, an Irish Republican Army volunteer, and Jody, a kidnapped British soldier lured into an IRA trap by Jude, another IRA member. When the hostage-taking ends up going horribly wrong, Fergus escapes and heads to London, where he seeks out Jody's lover, a hairdresser named Dil. Fergus adopts the name ""Jimmy"" and gets a job as a day laborer. He also starts seeing Dil, who knows nothing about Fergus' IRA background. But there are some things about Dil that Fergus doesn't know, either...Written byEugene Kim <genekim@concentric.net> ","Crying Game, The (1992)",1094
"https://m.media-amazon.com/images/M/MV5BNTYzN2MxODMtMDBhOC00Y2M0LTgzMTItMzQ4NDIyYWIwMDEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.8,1992,"    The real story behind the world of sales. This is a realistic portrayal of what it is to try making a life in high pressure sales with all its highs and lows; promises of fortunes and deliveries of dross. Red-leads and dead-leads are to blame for life's outcomes. Living with ""Objection, Rebuttal, Close"".Written bykgdm-400-333534 ",Glengarry Glen Ross (1992),1095
,,2005,,Sophie's Choice (1982),1096
,,2001,    A short tribute to a comedy vinyl album and what it meant to one kid and his vivid imagination.,"Christmas Carol, A (1938)",1099
,,2004,,"Streetcar Named Desire, A (1951)",1104
"https://m.media-amazon.com/images/M/MV5BYWU1MWU5ZDUtNjJlNS00Y2MwLThmNjAtNTAwNjM1NDAwYTY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",4.3,1996,"    All the kids in a town over night become feverish and have convulsions. The next day they start to become evil, change their names for those of kids killed long ago, and then start killing any adult in their path, in vicious and mysterious forms. A young woman who has just returned to town tries to find out what is happening, while trying to protect her transformed young sister. However, the kids are starting to revive their leader...Written byParca Mortem <icy_shadow@rocketmail.com> ",Children of the Corn IV: The Gathering (1996),1105
,7.7,1991,    A dark comedy about the wild night Hank has when he discovers that he has won a $200 million lottery jackpot.,Loser (1991),1107
,7.9,1996,"    A documentary of insect life in meadows and ponds, using incredible close-ups, slow motion, and time-lapse photography. It includes bees collecting nectar, ladybugs eating mites, snails mating, spiders wrapping their catch, a scarab beetle relentlessly pushing its ball of dung uphill, endless lines of caterpillars, an underwater spider creating an air bubble to live in, and a mosquito hatching.Written byWill Gilbert ",Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),1111
,6.6,1996,"    In the 30's, in New York, the coffin of the leftist gangster Johnny Tempio is brought to the house of his older brother Ray for the wake of family and friends. Ray is a cold gangster that likes to read and is married to Jean. His brother Chez is a hot head that runs a bar and is married to Clara . Ray decides to revenge the murder of his younger brother and believes the gangster Gaspare is the one who killed Johnny. Meanwhile Chez has a breakdown with tragic consequences for the Tempio brothers.Written byClaudio Carvalho, Rio de Janeiro, Brazil ","Funeral, The (1996)",1114
,7.2,1995,"    Early one morning Valerie has to tell her unemployed boyfriend Remi that she is pregnant. She has decided to keep the child, but they argue whether they should break up or not. That same morning Valerie starts working in room service at a smart hotel. The film follows the routine of Valerie bringing breakfast to the guests, Valerie constantly trying to phone her mother, and Valerie's relations with the other staff.Written byWill Gilbert ","Single Girl, A (Fille seule, La) (1995)",1116
,7.6,1996,"    Georges has Down's syndrome, living at a mental-institution. Harry is a busy businessman, giving lectures for young aspiring salesmen. He is successful in his business life, but his social life is a disaster since his wife left him and took their two children with her. This weekend his children came by train to meet him, but Harry, working as always, forgot to pick them up. Neither his wife nor his children want to see him again and he is driving around on the country roads, anguished and angry. He almost runs over Georges, on the run from the institution since everybody else went home with their parents except him, whose mother is dead. Harry tries to get rid of Georges but he won't leave his new friend. Eventually a special friendship forms between the two of them, a friendship which makes Harry a different person.Written byMattias Thuresson ","Eighth Day, The (Huitième jour, Le) (1996)",1117
,6.3,1995,"    At the beginning of a nightly Alcoholics Anonymous meeting, Jim seems particularly troubled. His sponsor encourages him to talk that night, the first time in seven months, so he does - and leaves the meeting right after. As Jim wanders the night, searching for some solace in his old stomping grounds, bars and parks where he bought drugs, the meeting goes on, and we hear the stories of survivors and addicts - some, like Louis, who claim to have wandered in looking for choir practice, who don't call themselves alcoholic, and others, like Joseph, whose drinking almost caused the death of his child - as they talk about their lives at the meeting.Written byGary Dickerson <slug@mail.utexas.edu> ",Drunks (1995),1119
